chromosome	feature_start	feature_end	feature_id	feature_strand	feature_length	isize	nr_deviant	absence_start	absence_end	cov_mean	cov_stdev
Bd1	77582	79058	RLG_unknown_Bd1-77,ident_perc:=84.0,cov_perc:=8.0,name_orig:=Bd1_RLG_15,class:=RLG	-	1476	1815	1	78703	76397	0	1
Bd1	86604	87943	RLX_unknown_Bd1-21,ident_perc:=98.0,cov_perc:=19.0,tsd_len:=6,name_orig:=Bd4_RLX_3,class:=RLX	+	1339	1384.0	2	86603	87961	9	8
Bd1	1201494	1205137	RLG_unknown_Bd1-115,ident_perc:=86.0,cov_perc:=22.0,name_orig:=Bd4_RLG_59,class:=RLG	+	3643	3708.0	12	1201504	1205135	3	5
Bd1	1254341	1255345	RLC_unknown_Bd1-127,ident_perc:=87.0,cov_perc:=15.0,tsd_len:=0,name_orig:=Bd5_RLC_9,class:=RLC	-	1004	1070	13	1254314	1255345	12	7
Bd1	1798466	1799783	RLG_unknown_Bd1-137,ident_perc:=98.0,cov_perc:=10.0,name_orig:=Bd5_RLG_4,class:=RLG	+	1317	1355	3	1798457	1799783	15	12
Bd1	1937345	1940473	RIX_noname_Bd1-17,tsd_len:=1,name_orig:=RIX_noname_Bd1-17,class:=RIX	+	3128	3363	13	1937243	1940565	14	12
Bd1	2133340	2137369	DTA_noname_Bd1-4,tsd_len:=1,name_orig:=DTA_noname_Bd1-4,class:=DTA	-	4029	4107	9	2133343	2137370	2	5
Bd1	2347501	2348842	RLX_unknown_Bd1-75,ident_perc:=99.0,cov_perc:=19.0,tsd_len:=5,name_orig:=Bd4_RLX_3,class:=RLX	-	1341	1427	11	2347500	2348840	11	6
Bd1	3551757	3553082	RLC_unknown_Bd1-180,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=6,name_orig:=Bd2_RLC_14,class:=RLC	+	1325	1388.5	2	3551710	3553082	16	13
Bd1	4366035	4368549	RLC_unknown_Bd1-199,ident_perc:=94.0,cov_perc:=24.0,name_orig:=Bd2_RLC_29,class:=RLC	-	2514	2817	3	4368532	4371298	19	11
Bd1	4368574	4371106	RIX_noname_Bd1-32,tsd_len:=0,name_orig:=RIX_noname_Bd1-32,class:=RIX	-	2532	2817	3	4368532	4371298	2	4
Bd1	4521353	4524384	RLX_unknown_Bd1-139,ident_perc:=94.0,cov_perc:=26.0,name_orig:=Bd2_RLX_19,class:=RLX	-	3031	3224	1	4521190	4524397	8	13
Bd1	5497594	5498932	RLX_unknown_Bd1-166,ident_perc:=99.0,cov_perc:=19.0,tsd_len:=0,name_orig:=Bd4_RLX_3,class:=RLX	+	1338	1417	3	5497559	5498961	13	12
Bd1	5743732	5744266	RLX_unknown_Bd1-171,ident_perc:=87.0,cov_perc:=2.0,name_orig:=Bd1_RLX_8,class:=RLX	+	534	585.0	8	5743740	5744396	6	6
Bd1	5966618	5967463	RLX_unknown_Bd1-181,ident_perc:=95.0,cov_perc:=7.0,tsd_len:=5,name_orig:=Bd3_RLX_11,class:=RLX	-	845	899.0	2	5966602	5967479	5	4
Bd1	8101206	8102567	RLG_unknown_Bd1-457,ident_perc:=98.0,cov_perc:=9.0,name_orig:=Bd4_RLG_51,class:=RLG	-	1361	1509	3	8101190	8102656	14	9
Bd1	8152338	8157497	RLC_unknown_Bd1-6,tsd_len:=5,ltr_age:=0.227,name_orig:=Bd1_RLC_6,class:=RLC	+	5159	5224	13	8152337	8157495	9	9
Bd1	8318352	8319681	RLC_unknown_Bd1-308,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=2,name_orig:=Bd2_RLC_14,class:=RLC	-	1329	1429.0	8	8318354	8319681	24	18
Bd1	8471536	8472861	RLC_unknown_Bd1-315,ident_perc:=100.0,cov_perc:=17.0,tsd_len:=5,name_orig:=Bd1_RLC_43,class:=RLC	-	1325	1401.0	12	8471535	8472861	15	12
Bd1	9097221	9097936	RLC_unknown_Bd1-333,ident_perc:=98.0,cov_perc:=12.0,tsd_len:=0,name_orig:=Bd2_RLC_6,class:=RLC	-	715	795.5	10	9097222	9097931	7	8
Bd1	9282208	9283550	RLC_unknown_Bd1-348,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=0,name_orig:=Bd2_RLC_14,class:=RLC	-	1342	1362	7	9282216	9283545	19	16
Bd1	9826045	9827786	RLC_unknown_Bd1-371,ident_perc:=99.0,cov_perc:=20.0,tsd_len:=4,name_orig:=Bd1_RLC_18,class:=RLC	-	1741	1821	5	9826044	9827785	20	30
Bd1	9852865	9854198	RLG_unknown_Bd1-571,ident_perc:=68.0,cov_perc:=25.0,name_orig:=Bd1_RLG_63,class:=RLG	-	1333	1681	7	9852617	9854309	0	1
Bd1	9883314	9898390	RLG_unknown_Bd1-4,tsd_len:=5,ltr_age:=4.085,name_orig:=Bd1_RLG_4,class:=RLG	-	15076	15143	9	9883314	9898390	1	4
Bd1	10285661	10286727	RLC_unknown_Bd1-392,ident_perc:=94.0,cov_perc:=16.0,tsd_len:=5,name_orig:=Bd5_RLC_9,class:=RLC	+	1066	1116.0	8	10285663	10286726	24	11
Bd1	10345791	10353667	RLC_unknown_Bd1-8,tsd_len:=5,ltr_age:=0.258,name_orig:=Bd1_RLC_8,class:=RLC	-	7876	7951	13	10345790	10353667	43	33
Bd1	11240884	11242213	RLC_unknown_Bd1-423,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=2,name_orig:=Bd2_RLC_14,class:=RLC	-	1329	1456.5	4	11240876	11242241	8	6
Bd1	12351716	12353019	RLX_unknown_Bd1-387,ident_perc:=94.0,cov_perc:=19.0,tsd_len:=0,name_orig:=Bd4_RLX_1,class:=RLX	-	1303	1333.0	10	12351711	12353017	6	7
Bd1	12669540	12669780	DTT_Stowaway_N_Bd1-16,tsd_len:=1,name_orig:=DTT_Stowaway_N_Bd1-16,class:=DTT	+	240	558	1	12669541	12670119	11	8
Bd1	12979853	12981187	RLC_unknown_Bd1-520,ident_perc:=100.0,cov_perc:=18.0,name_orig:=Bd2_RLC_39,class:=RLC	+	1334	1464	7	12979840	12981185	21	14
Bd1	13279096	13280420	RLC_unknown_Bd1-529,ident_perc:=100.0,cov_perc:=17.0,tsd_len:=10,name_orig:=Bd1_RLC_35,class:=RLC	+	1324	1417.0	6	13279095	13280420	38	28
Bd1	13579410	13582744	RLG_unknown_Bd1-942,ident_perc:=97.0,cov_perc:=13.0,name_orig:=Bd3_RLG_20,class:=RLG	+	3334	3410	3	13579405	13582814	11	13
Bd1	13672777	13676459	RLC_unknown_Bd1-546,ident_perc:=97.0,cov_perc:=22.0,name_orig:=Bd4_RLC_5,class:=RLC	+	3682	3793.5	10	13672781	13676460	42	50
Bd1	13677432	13678780	RLC_unknown_Bd1-547,ident_perc:=99.0,cov_perc:=16.0,tsd_len:=0,name_orig:=Bd2_RLC_14,class:=RLC	+	1348	1363.0	14	13677449	13678777	11	8
Bd1	13884884	13890066	RLC_unknown_Bd1-12,tsd_len:=5,ltr_age:=0.638,name_orig:=Bd1_RLC_12,class:=RLC	+	5182	5244	11	13884871	13890063	2	4
Bd1	14411976	14420195	RLG_unknown_Bd1-10,tsd_len:=3,ltr_age:=0.488,name_orig:=Bd1_RLG_10,class:=RLG	-	8219	8357	1	14411827	14420203	12	35
Bd1	16869772	16872436	RLG_unknown_Bd1-1170,ident_perc:=99.0,cov_perc:=25.0,name_orig:=Bd1_RLG_34,class:=RLG	+	2664	2740	5	16869772	16872431	8	7
Bd1	19312443	19314764	RLG_unknown_Bd1-1304,ident_perc:=96.0,cov_perc:=15.0,name_orig:=Bd1_RLG_19,class:=RLG	+	2321	2360	13	19312445	19314746	3	5
